pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
-50,x,8,0,32,0,,,,,135.42527680000057,136.42479279998224,136.42479279998224,136.42479279998224,136.42479279998224,136.45791070000269,137.42433309997432,137.42433309997432,x,1,0.5854012999916449,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,8,1,33,1,,,,,138.0562969999737,139.0554033999797,139.0554033999797,139.0554033999797,139.0554033999797,139.08871550002368,140.05460819997825,140.05460819997825,v,1,0.4305521999485791,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,8,2,34,2,,,,,140.52101309999125,141.51996549998876,141.51996549998876,141.51996549998876,141.51996549998876,141.55324959999416,142.51911140000448,142.51911140000448,c,1,0.30861609999556094,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,8,3,35,3,,,,,142.88480010000058,143.88430370000424,143.88430370000424,143.88430370000424,143.88430370000424,143.91777399997227,144.8837593999924,144.8837593999924,z,1,0.30452349997358397,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,9,0,36,0,,,,,145.24939219997032,146.24976490001427,146.24976490001427,146.24976490001427,146.24976490001427,146.28221979999216,147.24817789997905,147.24817789997905,x,1,0.6469052999746054,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,9,1,37,1,,,,,147.94676229998004,148.9466342999949,148.9466342999949,148.9466342999949,148.9466342999949,148.97993440000573,149.96238310000626,149.96238310000626,v,1,0.5029403999797069,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,9,2,38,2,,,,,150.514548200008,151.52742649998982,151.52742649998982,151.52742649998982,151.52742649998982,151.52742649998982,152.5431923000142,152.5431923000142,c,1,0.3281777999945916,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,9,3,39,3,,,,,152.90920950000873,153.9085412999848,153.9085412999848,153.9085412999848,153.9085412999848,153.94168709998485,154.9074845999712,154.9074845999712,z,1,0.461809300002642,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,10,0,40,0,,,,,155.4066888000234,156.40635070001008,156.40635070001008,156.40635070001008,156.40635070001008,156.43938719999278,157.4054192000185,157.4054192000185,x,1,0.4448592000408098,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,10,1,41,1,,,,,157.90409199998248,158.90358679997735,158.90358679997735,158.90358679997735,158.90358679997735,158.93696740001906,159.90302929998143,159.90302929998143,v,1,0.4739978999714367,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,10,2,42,2,,,,,160.42184750002343,161.43489600002067,161.43489600002067,161.43489600002067,161.43489600002067,161.43489600002067,162.43419020000147,162.43419020000147,c,1,0.3038720000186004,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,10,3,43,3,,,,,162.79961679998087,163.79943800001638,163.79943800001638,163.79943800001638,163.79943800001638,163.83225460001267,164.79770739999367,164.79770739999367,z,1,0.24596980004571378,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,11,0,44,0,,,,,165.0973380000214,166.0969278999837,166.0969278999837,166.0969278999837,166.0969278999837,166.13015189999714,167.09619070001645,167.09619070001645,x,1,0.38283139996929094,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,11,1,45,1,,,,,167.52905050001573,168.52878160000546,168.52878160000546,168.52878160000546,168.52878160000546,168.5612526999903,169.5269576999708,169.5269576999708,v,1,0.5977701999945566,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,11,2,46,2,,,,,170.15941299998667,171.1438960999949,171.1438960999949,171.1438960999949,171.1438960999949,171.1615235999925,172.15775130002294,172.15775130002294,c,1,0.209080999949947,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,11,3,47,3,,,,,172.42373979999684,173.4401203999878,173.4401203999878,173.4401203999878,173.4401203999878,173.4733372000046,174.43998770002509,174.43998770002509,z,1,0.3138188000302762,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,12,0,48,0,,,,,174.80490049999207,175.8046408999944,175.8046408999944,175.8046408999944,175.8046408999944,175.8382316000061,176.80340019997675,176.80340019997675,c,0,0.4157713999738917,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,12,1,49,1,,,,,177.26928629999747,178.26902040001005,178.26902040001005,178.26902040001005,178.26902040001005,178.30243079998763,179.26811699999962,179.26811699999962,v,1,0.6297206000308506,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,12,2,50,2,,,,,179.93354539998109,180.93306970002595,180.93306970002595,180.93306970002595,180.93306970002595,180.96622910001315,181.9323000999866,181.9323000999866,c,1,0.5105619000387378,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,12,3,51,3,,,,,182.49776340002427,183.4975133999833,183.4975133999833,183.4975133999833,183.4975133999833,183.53088380000554,184.49684059998253,184.49684059998253,z,1,0.5563282999792136,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,13,0,52,0,,,,,185.09554619999835,186.09604829997988,186.09604829997988,186.09604829997988,186.09604829997988,186.12870310002472,187.09458159998758,187.09458159998758,x,1,0.6276963999844156,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,13,1,53,1,,,,,187.7595094999997,188.75955880002584,188.75955880002584,188.75955880002584,188.75955880002584,188.79252279998036,189.77494239999214,189.77494239999214,v,1,0.39844230003654957,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,13,2,54,2,,,,,190.20730349997757,191.20697140000993,191.20697140000993,191.20697140000993,191.20697140000993,191.24048580002273,192.2060270999791,192.2060270999791,c,1,0.35155540000414476,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,13,3,55,3,,,,,192.60485699999845,193.60463650000747,193.60463650000747,193.60463650000747,193.60463650000747,193.6380009999848,194.60351500002434,194.60351500002434,z,1,0.4582670000381768,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,14,0,56,0,,,,,195.10332330001984,196.10218980000354,196.10218980000354,196.10218980000354,196.10218980000354,196.13566590001574,197.10164700000314,197.10164700000314,z,0,0.4616202000179328,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,14,1,57,1,,,,,197.60049440001603,198.59980510000605,198.59980510000605,198.59980510000605,198.59980510000605,198.63335439999355,199.59929739998188,199.59929739998188,v,1,0.4724131000111811,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,14,2,58,2,,,,,200.13126310001826,201.1310115000233,201.1310115000233,201.1310115000233,201.1310115000233,201.16432169999462,202.14657739998074,202.14657739998074,c,1,0.5471682999632321,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,14,3,59,3,,,,,202.74543599999743,203.74497900001006,203.74497900001006,203.74497900001006,203.74497900001006,203.7783053999883,204.74465459998464,204.74465459998464,z,1,0.4726364000234753,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,15,0,60,0,,,,,205.26336169999558,206.25960350001696,206.25960350001696,206.25960350001696,206.25960350001696,206.29275550000602,207.2918207999901,207.2918207999901,x,1,0.5257969999802299,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,15,1,61,1,,,,,207.85826030001044,208.85708440002054,208.85708440002054,208.85708440002054,208.85708440002054,208.89061679999577,209.85628160001943,209.85628160001943,v,1,0.6138342000194825,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,15,2,62,2,,,,,210.5216757999733,211.52121769997757,211.52121769997757,211.52121769997757,211.52121769997757,211.5545139000169,212.5202765999711,212.5202765999711,c,1,0.5555007999646477,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,15,3,63,3,,,,,213.12003410002217,214.1189126999816,214.1189126999816,214.1189126999816,214.1189126999816,214.1520883999765,215.11786830000347,215.11786830000347,z,1,0.4687199000036344,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,16,0,64,0,,,,,215.65016999997897,216.64965330000268,216.64965330000268,216.64965330000268,216.64965330000268,216.68315019999864,217.66522530000657,217.66522530000657,x,1,0.5085150999948382,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,16,1,65,1,,,,,218.2177993999794,219.23104729998158,219.23104729998158,219.23104729998158,219.23104729998158,219.23104729998158,220.22972529998515,220.22972529998515,v,1,0.3877171999774873,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,16,2,66,2,,,,,220.66194750001887,221.66168449999532,221.66168449999532,221.66168449999532,221.66168449999532,221.6953088999726,222.66153929999564,222.66153929999564,c,1,0.4615697999834083,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,16,3,67,3,,,,,223.1602609999827,224.15999949997058,224.15999949997058,224.15999949997058,224.15999949997058,224.19270780001534,225.1580742999795,225.1580742999795,z,1,0.76707569998689,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,17,0,68,0,,,,,225.9775123000145,226.98995359998662,226.98995359998662,226.98995359998662,226.98995359998662,226.98995359998662,227.98956130002625,227.98956130002625,x,1,0.5672832000418566,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,17,1,69,1,,,,,228.62113530002534,229.62129199999617,229.62129199999617,229.62129199999617,229.62129199999617,229.6541176000028,230.62004549999256,230.62004549999256,v,1,0.5422436000080779,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,17,2,70,2,,,,,231.2187494999962,232.21918459999142,232.21918459999142,232.21918459999142,232.21918459999142,232.25169740000274,233.21744999999646,233.21744999999646,c,1,0.5622648999560624,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,17,3,71,3,,,,,233.81643040000927,234.81615640001837,234.81615640001837,234.81615640001837,234.81615640001837,234.84989910002332,235.81521769997198,235.81521769997198,z,1,0.5701313000172377,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,18,0,72,0,,,,,236.43449740001233,237.447259699984,237.447259699984,237.447259699984,237.447259699984,237.447259699984,238.4461632000166,238.4461632000166,x,1,0.6880892000044696,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,18,1,73,1,,,,,239.17786410002736,240.17727089999244,240.17727089999244,240.17727089999244,240.17727089999244,240.19738329999382,241.19411550002405,241.19411550002405,v,1,0.4118763000005856,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,18,2,74,2,,,,,241.65911599999527,242.65875080000842,242.65875080000842,242.65875080000842,242.65875080000842,242.69195160001982,243.67480829998385,243.67480829998385,x,0,0.3536900000181049,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,18,3,75,3,,,,,244.07365209999261,245.07347449997906,245.07347449997906,245.07347449997906,245.07347449997906,245.1064288999769,246.07252619997598,246.07252619997598,z,1,0.6804594999994151,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,19,0,76,0,,,,,246.79115970002022,247.80390300002182,247.80390300002182,247.80390300002182,247.80390300002182,247.80390300002182,248.80313379998552,248.80313379998552,x,1,0.5794725999585353,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,19,1,77,1,,,,,249.43515689997002,250.43493119999766,250.43493119999766,250.43493119999766,250.43493119999766,250.46789919998264,251.41925430000992,251.41925430000992,v,1,0.63801070000045,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,19,2,78,2,,,,,252.1027705000015,253.18387800001074,253.18387800001074,253.18387800001074,253.18387800001074,253.18387800001074,254.11489510000683,254.11489510000683,c,1,0.5762670999974944,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,19,3,79,3,,,,,254.73380799998995,255.7465178000275,255.7465178000275,255.7465178000275,255.7465178000275,255.7465178000275,256.745351199992,256.745351199992,z,1,0.4153123999712989,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,20,0,80,0,,,,,257.2110817999928,258.21101959998487,258.21101959998487,258.21101959998487,258.21101959998487,258.2440570999752,259.2100143000134,259.2100143000134,x,1,0.4508606999879703,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,20,1,81,1,,,,,259.7087133000023,260.7090889000101,260.7090889000101,260.7090889000101,260.7090889000101,260.7421891000122,261.7077523000189,261.7077523000189,v,1,0.488547999993898,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,20,2,82,2,,,,,262.22661050001625,263.239321800007,263.239321800007,263.239321800007,263.239321800007,263.239321800007,264.2385916999774,264.2385916999774,c,1,0.4127744000288658,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,20,3,83,3,,,,,264.69117329997243,265.7071225999971,265.7071225999971,265.7071225999971,265.7071225999971,265.73714270000346,266.7196310000145,266.7196310000145,z,1,0.526099200011231,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,21,0,84,0,,,,,267.28514890000224,268.2850522000226,268.2850522000226,268.2850522000226,268.2850522000226,268.3182599999709,269.2842037000228,269.2842037000228,x,1,0.6128979999921285,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,21,1,85,1,,,,,269.9364095000201,270.9488138000015,270.9488138000015,270.9488138000015,270.9488138000015,270.9488138000015,271.94833949999884,271.94833949999884,v,1,0.6325865000253543,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,21,2,86,2,,,,,272.61368010001024,273.59763829997974,273.59763829997974,273.59763829997974,273.59763829997974,273.6142543000169,274.5968648000271,274.5968648000271,c,1,0.38608450000174344,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,21,3,87,3,,,,,275.01300530001754,276.0267548999982,276.0267548999982,276.0267548999982,276.0267548999982,276.0267548999982,277.0261726999888,277.0261726999888,z,1,0.46732120000524446,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,22,0,88,0,,,,,277.5456257999758,278.5582199000055,278.5582199000055,278.5582199000055,278.5582199000055,278.5582199000055,279.55729510000674,279.55729510000674,x,1,0.6112365999724716,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,22,1,89,1,,,,,280.20995500002755,281.2225880000042,281.2225880000042,281.2225880000042,281.2225880000042,281.2225880000042,282.2215687999851,282.2215687999851,v,1,0.3355257000075653,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,22,2,90,2,,,,,282.6216954999836,283.62062379997224,283.62062379997224,283.62062379997224,283.62062379997224,283.6540543999872,284.61937640002,284.61937640002,c,1,0.5494313999661244,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,22,3,91,3,,,,,285.1871400999953,286.1845015999861,286.1845015999861,286.1845015999861,286.1845015999861,286.21791990002384,287.21707900002366,287.21707900002366,z,1,0.5052986000082456,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,23,0,92,0,,,,,287.7830779000069,288.78230179997627,288.78230179997627,288.78230179997627,288.78230179997627,288.8154079000233,289.78140360000543,289.78140360000543,x,1,0.5291658999631181,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
150,v,23,1,93,1,,,,,290.3474575,291.34672909998335,291.34672909998335,291.34672909998335,291.34672909998335,291.38013740000315,292.3300227000145,292.3300227000145,v,1,0.4307326999842189,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
50,c,23,2,94,2,,,,,292.7950245999964,293.79415749997133,293.79415749997133,293.79415749997133,293.79415749997133,293.8277604000177,294.79350909998175,294.79350909998175,c,1,0.5586052999715321,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-150,z,23,3,95,3,,,,,295.39276560000144,296.39167380001163,296.39167380001163,296.39167380001163,296.39167380001163,296.42512759997044,297.391489600006,297.391489600006,z,1,2.0806225999840535,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
-50,x,24,0,96,0,,,,,299.52298720000545,300.52117979998,300.52117979998,300.52117979998,300.52117979998,300.55508060002467,301.52025010000216,301.52025010000216,x,1,1.6632824999978766,None,400trials,001,2023-10-17_19h33.01.535,sequentialearning,2023.1.3,60.10995313077554,
